Groups,Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
"autores,derecho,intelectual,propiedad",que es la propiedad intelectual y los derechos de autor,,20,,0.00,
"autores,derecho,intelectual,propiedad",que es propiedad intelectual y derechos de autor,,20,,0.00,
"incluido,intelectual,propiedad",que incluye la propiedad intelectual,,20,,0.00,
"intelectual,propiedad,proteger",que protege la propiedad intelectual,,20,,0.00,
"entiende,intelectual,propiedad",que se entiende por propiedad intelectual,,20,,0.00,
"conexos,derecho,intelectual,propiedad",que son los derechos conexos en propiedad intelectual,,20,,0.00,
"autores,derecho,intelectual,propiedad",que son los derechos de autor y propiedad intelectual,,20,,0.00,
"derecho,intelectual,propiedad",que son los derechos de propiedad intelectual,,20,,0.00,
"colombia,intelectual,propiedad,proteger",quien protege la propiedad intelectual en colombia,,20,,0.00,
"colombia,intelectual,propiedad,regular",quien regula la propiedad intelectual en colombia,,20,,0.00,
"intelectual,propiedad,ram",ramas de la propiedad intelectual,,20,,0.00,
"intelectual,propiedad,regalo",regalías por propiedad intelectual,,20,,0.00,
"intelectual,propiedad,regimen",regimen de propiedad intelectual,,20,,0.00,
"cancion,intelectual,propiedad,registro",registro canciones propiedad intelectual,,20,,0.00,
"autores,derecho,intelectual,propiedad,registro",registro de derechos de autor y propiedad intelectual,,20,,0.00,
"intelectual,propiedad,registro",registro de la propiedad intelectual,,20,,0.00,
"intelectual,marca,propiedad,registro",registro de marca propiedad intelectual,,20,,0.18,
"colombia,intelectual,marca,propiedad,registro",registro de marca propiedad intelectual colombia,,20,,0.00,
"intelectual,nacional,propiedad,registro",registro nacional de la propiedad intelectual,,20,,0.00,
"colombia,intelectual,propiedad,registro",registro propiedad intelectual colombia,,20,,0.00,
"intelectual,propiedad,reglamento",reglamento de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,reglamento,uniminuto",reglamento de propiedad intelectual uniminuto,,20,,0.00,
"intelectual,propiedad,reglamento",reglamento propiedad intelectual,,20,,0.00,
"intelectual,propiedad,respeto",respeto por la propiedad intelectual,,20,,0.00,
"intelectual,propiedad,revista",revista de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,robo",robo propiedad intelectual,,20,,0.00,
"intelectual,propiedad,sentencia",sentencias propiedad intelectual,,20,,0.00,
"intelectual,propiedad,sentencia",sentencias sobre propiedad intelectual,,20,,0.00,
"intelectual,propiedad,significado",significado de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,simbolo",simbolo de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,sinonimo",sinonimo de propiedad intelectual,,20,,0.00,
"comercial,industrial,intelectual,propiedad,superintendencia",superintendencia de industria y comercio propiedad intelectual,,20,,0.00,
"intelectual,propiedad,taller",taller de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,temas",temas de propiedad intelectual,,20,,0.00,
"derecho,intelectual,propiedad,tipos",tipos de derechos de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,trabajo",trabajo propiedad intelectual,,20,,0.00,
"intelectual,internacionales,propiedad,trata",tratados internacionales de propiedad intelectual,,20,,0.00,
"abogado,intelectual,propiedad,vacantes",vacante abogado propiedad intelectual,,20,,0.00,
"intelectual,propiedad,vacantes",vacante propiedad intelectual,,20,,0.00,
"intelectual,propiedad,variedades,vegetales",variedades vegetales propiedad intelectual,,20,,0.00,
"intelectual,propiedad,venta",venta de propiedad intelectual,,20,,0.00,
"intelectual,propiedad,violacion",violacion a la propiedad intelectual,,20,,0.00,
"26,abril,dia,intelectual,mundial,propiedad",26 de abril dia mundial de la propiedad intelectual,,10,,0.00,
"hacer,intelectual,propiedad,referencia",a que hace referencia la propiedad intelectual,,10,,0.00,
"denomina,intelectual,propiedad",a que se denomina propiedad intelectual,,10,,0.00,
"abogado,bogota,intelectual,propiedad",abogados propiedad intelectual bogota,,10,,0.00,
"acta,intelectual,propiedad,univalle",acta de propiedad intelectual univalle,,10,,0.00,
"acuerdo,cartagena,intelectual,propiedad",acuerdo de cartagena propiedad intelectual,,10,,0.00,
"acuerdo,intelectual,propiedad",acuerdo de propiedad intelectual,,10,,0.00,
"acuerdo,aspectos,derecho,intelectual,propiedad",acuerdo sobre los aspectos de los derechos de propiedad intelectual,,10,,0.00,
"acuerdo,intelectual,propiedad,trip",acuerdo trips propiedad intelectual,,10,,0.00,
"agente,intelectual,propiedad",agente de propiedad intelectual,,10,,0.00,
"antecedentes,intelectual,propiedad",antecedentes de la propiedad intelectual,,10,,0.00,
"articulo,intelectual,propiedad",articulo de la propiedad intelectual,,10,,0.00,
"articulo,intelectual,propiedad",articulo de propiedad intelectual,,10,,0.00,
"articulo,intelectual,propiedad",articulos de propiedad intelectual,,10,,0.00,
"aspectos,intelectual,propiedad",aspectos de propiedad intelectual,,10,,0.00,
"autorizacion,intelectual,propiedad,uso",autorizacion uso propiedad intelectual,,10,,0.00,
"base,datos,intelectual,propiedad",bases de datos propiedad intelectual,,10,,0.00,
"becas,intelectual,propiedad",becas propiedad intelectual,,10,,0.00,
"beneficios,intelectual,propiedad",beneficios de la propiedad intelectual,,10,,0.00,
"can,intelectual,propiedad",can propiedad intelectual,,10,,0.00,
"capitales,cognitivo,colectiva,creacion,intelectual,propiedad",capitalismo cognitivo propiedad intelectual y creación colectiva,,10,,0.00,
"caracteristicas,intelectual,propiedad",caracteristicas de propiedad intelectual,,10,,0.00,
"categoria,intelectual,propiedad",categorias de propiedad intelectual,,10,,0.00,
"cesion,intelectual,propiedad",cesión de propiedad intelectual,,10,,0.00,
"circuito,integral,intelectual,propiedad",circuitos integrados propiedad intelectual,,10,,0.00,
"clasificacion,intelectual,propiedad",clasificacion de la propiedad intelectual,,10,,0.00,
"clasificacion,intelectual,propiedad",clasificacion de propiedad intelectual,,10,,0.00,
"clausula,confidencialidad,intelectual,propiedad",clausula de confidencialidad propiedad intelectual,,10,,0.00,
"clausula,contrato,intelectual,laboral,propiedad",clausula de propiedad intelectual contrato laboral,,10,,0.00,
"clausula,contrato,intelectual,laboral,propiedad",clausula de propiedad intelectual en contrato laboral,,10,,0.00,
"clausula,intelectual,propiedad,software",clausula propiedad intelectual software,,10,,0.00,
"codigo,intelectual,propiedad",codigo de propiedad intelectual,,10,,0.00,
"codigo,intelectual,penal,propiedad",codigo penal propiedad intelectual,,10,,0.00,
"colombia,funcion,intelectual,propiedad",como funciona la propiedad intelectual en colombia,,10,,0.00,
"intelectual,propiedad,proteger,proyecto",como proteger la propiedad intelectual de un proyecto,,10,,0.00,
"derecho,intelectual,propiedad,proteger",como proteger los derechos de propiedad intelectual,,10,,0.00,
"intelectual,libro,propiedad,registro",como registrar la propiedad intelectual de un libro,,10,,0.00,
"intelectual,propiedad,registro",como registrar mi propiedad intelectual,,10,,0.00,
"aplicaciones,intelectual,propiedad",como se aplica la propiedad intelectual,,10,,0.00,
"clasificación,intelectual,propiedad",como se clasifica la propiedad intelectual,,10,,0.00,
"define,intelectual,propiedad",como se define la propiedad intelectual,,10,,0.00,
"divide,intelectual,propiedad",como se divide la propiedad intelectual,,10,,0.00,
"colombia,divide,intelectual,propiedad",como se divide la propiedad intelectual en colombia,,10,,0.00,
"intelectual,propiedad,registro",como se registra la propiedad intelectual,,10,,0.00,
"competencias,intelectual,propiedad",competencia propiedad intelectual,,10,,0.00,
"autores,concepto,intelectual,propiedad,segun",concepto de propiedad intelectual segun autores,,10,,0.00,
"conclusion,intelectual,propiedad",conclusion de propiedad intelectual,,10,,0.00,
"consulta,intelectual,propiedad",consulta propiedad intelectual,,10,,0.00,
"cesion,contrato,derecho,intelectual,propiedad",contrato cesion de derechos propiedad intelectual,,10,,0.00,
"cesion,contrato,derecho,intelectual,propiedad",contrato de cesion de derechos propiedad intelectual,,10,,0.00,
"cesion,contrato,derecho,intelectual,propiedad",contrato de cesión de derechos de propiedad intelectual,,10,,0.00,
"cesion,contrato,intelectual,propiedad",contrato de cesión de propiedad intelectual,,10,,0.00,
"contrato,intelectual,licencia,propiedad",contrato de licencia de propiedad intelectual,,10,,0.00,
"contrato,intelectual,modelo,propiedad",contrato de propiedad intelectual modelo,,10,,0.00,
"berna,convenio,intelectual,propiedad",convenio de berna propiedad intelectual,,10,,0.00,
"corpus,intelectual,mysticum,propiedad",corpus mysticum propiedad intelectual,,10,,0.00,
"intelectual,propiedad",cual es la propiedad intelectual,,10,,0.00,
"cual,derecho,intelectual,propiedad",cuales son los derechos de propiedad intelectual,,10,,0.00,
"cual,elementos,intelectual,propiedad",cuales son los elementos de la propiedad intelectual,,10,,0.00,
"basico,curso,intelectual,propiedad",curso basico de propiedad intelectual,,10,,0.00,
"curso,derecho,intelectual,propiedad",curso derecho propiedad intelectual,,10,,0.00,
"curso,general,intelectual,propiedad",curso general de propiedad intelectual,,10,,0.00,
"curso,intelectual,ompi,propiedad",curso ompi propiedad intelectual,,10,,0.00,
"curso,intelectual,ompi,propiedad",curso propiedad intelectual ompi,,10,,0.00,
"declarar,intelectual,propiedad",declaración de propiedad intelectual,,10,,0.00,
"decreto,intelectual,propiedad",decreto propiedad intelectual,,10,,0.00,
"defensa,intelectual,propiedad",defensa de la propiedad intelectual,,10,,0.00,
"colombia,delito,intelectual,propiedad",delitos contra la propiedad intelectual colombia,,10,,0.00,
"delito,industrial,intelectual,propiedad",delitos contra la propiedad intelectual e industrial,,10,,0.00,
"delito,intelectual,pdf,propiedad",delitos contra la propiedad intelectual pdf,,10,,0.00,
"delito,intelectual,propiedad,relacion",delitos relacionados con la propiedad intelectual,,10,,0.00,
"denuncia,intelectual,propiedad",denuncia por propiedad intelectual,,10,,0.00,
"denuncia,intelectual,propiedad",denuncia propiedad intelectual,,10,,0.00,
"denuncia,facebook,intelectual,propiedad",denuncia propiedad intelectual facebook,,10,,0.00,
"colombia,derecho,intelectual,propiedad",derecho a la propiedad intelectual en colombia,,10,,0.00,
"derecho,intelectual,propiedad,proteccion",derecho a la protección de la propiedad intelectual,,10,,0.00,
"derecho,exclusion,intelectual,propiedad",derecho de exclusividad propiedad intelectual,,10,,0.00,
"derecho,imagen,intelectual,propiedad",derecho de imagen propiedad intelectual,,10,,0.00,
"derecho,industrial,intelectual,propiedad",derecho de la propiedad industrial e intelectual,,10,,0.00,
"colombia,derecho,intelectual,propiedad",derecho de propiedad intelectual colombia,,10,,0.00,
"derecho,intelectual,propiedad,transformers",derecho de transformación propiedad intelectual,,10,,0.00,
"derecho,intelectual,morales,propiedad",derecho moral propiedad intelectual,,10,,0.00,
"conexos,derecho,intelectual,propiedad",derechos conexos propiedad intelectual,,10,,0.00,
"autores,derecho,intelectual,propiedad",derechos de autor o propiedad intelectual,,10,,0.00,
"autores,derecho,intelectual,propiedad",derechos de autor y derechos de propiedad intelectual,,10,,0.00,
"definicion,derecho,intelectual,propiedad",derechos de propiedad intelectual definicion,,10,,0.00,
"derecho,ejemplos,intelectual,propiedad",derechos de propiedad intelectual ejemplos,,10,,0.00,
"comercial,derecho,intelectual,propiedad,relacion",derechos de propiedad intelectual relacionados con el comercio,,10,,0.00,
"derecho,derivada,intelectual,propiedad",derechos derivados de la propiedad intelectual,,10,,0.00,
"derecho,intelectual,morales,propiedad",derechos morales propiedad intelectual,,10,,0.00,
"derecho,intelectual,morales,patrimoniales,propiedad",derechos morales y patrimoniales de la propiedad intelectual,,10,,0.00,
"derecho,intelectual,patrimoniales,propiedad",derechos patrimoniales de la propiedad intelectual,,10,,0.00,
"derecho,intelectual,patrimoniales,propiedad",derechos patrimoniales propiedad intelectual,,10,,0.00,
"derecho,intelectual,propiedad",derechos sobre la propiedad intelectual,,10,,0.00,
"dia,intelectual,internacional,propiedad",dia internacional de la propiedad intelectual,,10,,0.00,
"diapositivas,intelectual,propiedad",diapositivas de propiedad intelectual,,10,,0.00,
"disclaimer,intelectual,propiedad",disclaimer propiedad intelectual,,10,,0.00,
"documentos,intelectual,propiedad",documento propiedad intelectual,,10,,0.00,
"duracion,intelectual,propiedad",duracion de la propiedad intelectual,,10,,0.00,
"ejemplos,intelectual,propiedad",ejemplos propiedad intelectual,,10,,0.00,
"contribuciones,intelectual,propiedad,registro",el registro de propiedad intelectual contribuye,,10,,0.00,
"industrial,intelectual,propiedad,software",el software es propiedad intelectual o industrial,,10,,0.00,
"elementos,intelectual,propiedad",elementos de propiedad intelectual,,10,,0.00,
"consiste,intelectual,propiedad",en que consiste la propiedad intelectual,,10,,0.00,
"divide,intelectual,propiedad",en que se divide la propiedad intelectual,,10,,0.00,
"ensayo,intelectual,propiedad",ensayo propiedad intelectual,,10,,0.00,
"ensayo,intelectual,propiedad",ensayo sobre la propiedad intelectual,,10,,0.00,
"ernesto,intelectual,propiedad,rengifo",ernesto rengifo propiedad intelectual,,10,,0.00,
"especiales,intelectual,propiedad,unam",especialidad en propiedad intelectual unam,,10,,0.00,
"especializacion,intelectual,medellin,propiedad",especializacion en propiedad intelectual medellin,,10,,0.00,
"esquema,intelectual,propiedad,trazos",esquema de trazado propiedad intelectual,,10,,0.00,
"estatuto,intelectual,propiedad",estatuto de propiedad intelectual,,10,,0.00,
"estudio,intelectual,propiedad",estudio de propiedad intelectual,,10,,0.00,
"estudio,intelectual,propiedad",estudios de propiedad intelectual,,10,,0.00,
"etica,intelectual,propiedad",etica y propiedad intelectual,,10,,0.00,
"evolucion,intelectual,propiedad",evolucion de la propiedad intelectual,,10,,0.00,
"evolucion,historico,intelectual,propiedad",evolucion historica de la propiedad intelectual,,10,,0.00,
"explotacion,intelectual,propiedad",explotacion propiedad intelectual,,10,,0.00,
